C:\Documents and Settings\MoranLab\Desktop\Protocol9ChildData\Dot-Probe1\DotProbeRelationship-91031-1.edat
ExperimentName	Subject	Session	Display.RefreshRate	Group	RandomSeed	SessionDate	SessionTime	Block	Block1	Block1.Cycle	Block1.Sample	Block2	Block2.Cycle	Block2.Sample	Block3	Block3.Cycle	Block3.Sample	Block4	Block4.Cycle	Block4.Sample	correct	duration	pairtype	Practice	Practice.Cycle	Practice.Sample	probe.ACC	probe.CRESP	probe.DurationError	probe.OnsetDelay	probe.OnsetTime	probe.RESP	probe.RT	probe.RTTime	probeL	probeloc	probeR	Procedure	Running	stimL	stimLtype	stimR	stimRtype	trialtype
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	106							38	1	16				p	200	baby-neutral				1	p	-999999	17	429858	p	575	430433	blank.bmp	right	dot.bmp	trialproc	Block3	neut7.bmp	baby	18.bmp	neutral	incongruent
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	107							27	1	17				q	1250	neutral-neutral				1	q	-999999	3	433215	q	514	433729	dot.bmp	left	blank.bmp	trialproc	Block3	30.bmp	neutral	14.bmp	neutral	neutral
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	108							20	1	18				p	200	hap-neutral				1	p	-999999	1	435436	p	519	435955	blank.bmp	right	dot.bmp	trialproc	Block3	hap9.bmp	happy	10.bmp	neutral	incongruent
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	109							5	1	19				q	1250	cry-neutral				1	q	-999999	2	438725	q	676	439401	dot.bmp	left	blank.bmp	trialproc	Block3	25.bmp	neutral	cry4.bmp	cry	incongruent
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	110							16	1	20				p	200	hap-neutral				1	p	-999999	17	441130	p	449	441579	blank.bmp	right	dot.bmp	trialproc	Block3	hap5.bmp	happy	6.bmp	neutral	incongruent
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	111							34	1	21				p	200	baby-neutral				1	p	-999999	17	443301	p	543	443844	blank.bmp	right	dot.bmp	trialproc	Block3	14.bmp	neutral	neut3.bmp	baby	congruent
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	112							35	1	22				q	1250	baby-neutral				1	q	-999999	2	446607	q	593	447200	dot.bmp	left	blank.bmp	trialproc	Block3	15.bmp	neutral	neut4.bmp	baby	incongruent
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	113							13	1	23				q	1250	hap-neutral				1	q	-999999	3	449964	q	513	450477	dot.bmp	left	blank.bmp	trialproc	Block3	3.bmp	neutral	hap2.bmp	happy	incongruent
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	114							39	1	24				q	1250	baby-neutral				1	q	-999999	3	453237	q	567	453804	dot.bmp	left	blank.bmp	trialproc	Block3	neut8.bmp	baby	20.bmp	neutral	congruent
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	115							24	1	25				p	200	neutral-neutral				1	p	-999999	1	455525	p	517	456042	blank.bmp	right	dot.bmp	trialproc	Block3	24.bmp	neutral	8.bmp	neutral	neutral
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	116							2	1	26				p	200	cry-neutral				1	p	-999999	17	457779	p	636	458415	blank.bmp	right	dot.bmp	trialproc	Block3	22.bmp	neutral	cry1.bmp	cry	congruent
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	117							3	1	27				q	1250	cry-neutral				1	q	-999999	3	461186	q	765	461951	dot.bmp	left	blank.bmp	trialproc	Block3	23.bmp	neutral	cry2.bmp	cry	incongruent
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	118							4	1	28				p	200	cry-neutral				1	p	-999999	17	463674	p	487	464161	blank.bmp	right	dot.bmp	trialproc	Block3	24.bmp	neutral	cry3.bmp	cry	congruent
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	119							37	1	29				q	1250	baby-neutral				1	q	-999999	3	466947	q	514	467461	dot.bmp	left	blank.bmp	trialproc	Block3	neut6.bmp	baby	17.bmp	neutral	congruent
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	120							36	1	30				p	200	baby-neutral				1	p	-999999	1	469168	p	779	469947	blank.bmp	right	dot.bmp	trialproc	Block3	neut5.bmp	baby	16.bmp	neutral	incongruent
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	121							26	1	31				p	200	neutral-neutral				1	p	-999999	1	471656	p	715	472371	blank.bmp	right	dot.bmp	trialproc	Block3	31.bmp	neutral	12.bmp	neutral	neutral
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	122							22	1	32				p	200	neutral-neutral				1	p	-999999	17	474094	p	497	474591	blank.bmp	right	dot.bmp	trialproc	Block3	22.bmp	neutral	4.bmp	neutral	neutral
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	123							12	1	33				p	200	hap-neutral				1	p	-999999	17	476315	p	571	476886	blank.bmp	right	dot.bmp	trialproc	Block3	2.bmp	neutral	hap1.bmp	happy	congruent
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	124							29	1	34				q	1250	neutral-neutral				1	q	-999999	3	479655	q	464	480119	dot.bmp	left	blank.bmp	trialproc	Block3	28.bmp	neutral	18.bmp	neutral	neutral
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	125							10	1	35				p	200	cry-neutral				1	p	-999999	17	481842	p	554	482396	blank.bmp	right	dot.bmp	trialproc	Block3	cry9.bmp	cry	30.bmp	neutral	incongruent
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	126							1	1	36				q	1250	cry-neutral				1	q	-999999	2	485165	q	414	485579	dot.bmp	left	blank.bmp	trialproc	Block3	21.bmp	neutral	cry10.bmp	cry	incongruent
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	127							18	1	37				p	200	hap-neutral				1	p	-999999	17	487303	p	474	487777	blank.bmp	right	dot.bmp	trialproc	Block3	hap7.bmp	happy	8.bmp	neutral	incongruent
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	128							21	1	38				q	1250	neutral-neutral				1	q	-999999	2	490542	q	739	491281	dot.bmp	left	blank.bmp	trialproc	Block3	21.bmp	neutral	2.bmp	neutral	neutral
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	129							28	1	39				p	200	neutral-neutral				1	p	-999999	17	493014	p	501	493515	blank.bmp	right	dot.bmp	trialproc	Block3	29.bmp	neutral	16.bmp	neutral	neutral
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	130							11	1	40				q	1250	hap-neutral				1	q	-999999	3	496287	q	609	496896	dot.bmp	left	blank.bmp	trialproc	Block3	1.bmp	neutral	hap10.bmp	happy	incongruent
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	131										4	1	1	p	1250	cry-neutral				1	p	-999999	3	517762	p	520	518282	blank.bmp	right	dot.bmp	trialproc	Block4	cry3.bmp	cry	8.bmp	neutral	incongruent
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	132										17	1	2	q	200	hap-neutral				1	q	-999999	17	520016	q	874	520890	dot.bmp	left	blank.bmp	trialproc	Block4	25.bmp	neutral	hap6.bmp	happy	incongruent
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	133										32	1	3	p	1250	baby-neutral				1	p	-999999	3	523657	p	476	524133	blank.bmp	right	dot.bmp	trialproc	Block4	neut1.bmp	baby	21.bmp	neutral	incongruent
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	134										16	1	4	p	1250	hap-neutral				1	p	-999999	2	526896	p	428	527324	blank.bmp	right	dot.bmp	trialproc	Block4	26.bmp	neutral	hap5.bmp	happy	congruent
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	135										25	1	5	q	200	neutral-neutral				1	q	-999999	1	529034	q	468	529502	dot.bmp	left	blank.bmp	trialproc	Block4	15.bmp	neutral	16.bmp	neutral	neutral
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	136										24	1	6	p	1250	neutral-neutral				1	p	-999999	203	532490	p	440	532930	blank.bmp	right	dot.bmp	trialproc	Block4	12.bmp	neutral	13.bmp	neutral	neutral
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	137										30	1	7	p	1250	neutral-neutral				1	p	-999999	2	535696	p	402	536098	blank.bmp	right	dot.bmp	trialproc	Block4	30.bmp	neutral	2.bmp	neutral	neutral
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	138										9	1	8	q	200	cry-neutral				1	q	-999999	17	537834	q	437	538271	dot.bmp	left	blank.bmp	trialproc	Block4	3.bmp	neutral	cry8.bmp	cry	incongruent
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	139										1	1	9	q	200	cry-neutral				1	q	-999999	17	540005	q	575	540580	dot.bmp	left	blank.bmp	trialproc	Block4	cry10.bmp	cry	1.bmp	neutral	congruent
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	140										14	1	10	p	1250	hap-neutral				1	p	-999999	3	543345	p	459	543804	blank.bmp	right	dot.bmp	trialproc	Block4	hap3.bmp	happy	28.bmp	neutral	incongruent
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	141										5	1	11	q	200	cry-neutral				1	q	-999999	1	545516	q	416	545932	dot.bmp	left	blank.bmp	trialproc	Block4	cry4.bmp	cry	7.bmp	neutral	congruent
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	142										26	1	12	p	1250	neutral-neutral				1	p	-999999	2	548688	p	727	549415	blank.bmp	right	dot.bmp	trialproc	Block4	18.bmp	neutral	20.bmp	neutral	neutral
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	143										29	1	13	q	200	neutral-neutral				1	q	-999999	17	551143	q	446	551589	dot.bmp	left	blank.bmp	trialproc	Block4	27.bmp	neutral	28.bmp	neutral	neutral
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	144										39	1	14	q	200	baby-neutral				1	q	-999999	17	553314	q	523	553837	dot.bmp	left	blank.bmp	trialproc	Block4	13.bmp	neutral	neut8.bmp	baby	incongruent
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	145										27	1	15	q	200	neutral-neutral				1	q	-999999	1	555552	q	696	556248	dot.bmp	left	blank.bmp	trialproc	Block4	21.bmp	neutral	22.bmp	neutral	neutral
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	146										3	1	16	q	200	cry-neutral				1	q	-999999	17	557973	q	417	558390	dot.bmp	left	blank.bmp	trialproc	Block4	cry2.bmp	cry	9.bmp	neutral	congruent
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	147										35	1	17	q	200	baby-neutral				1	q	-999999	17	560127	q	457	560584	dot.bmp	left	blank.bmp	trialproc	Block4	neut4.bmp	baby	17.bmp	neutral	congruent
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	148										34	1	18	p	1250	baby-neutral				1	p	-999999	3	563367	p	478	563845	blank.bmp	right	dot.bmp	trialproc	Block4	neut3.bmp	baby	18.bmp	neutral	incongruent
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	149										18	1	19	p	1250	hap-neutral				1	p	-999999	2	566606	p	469	567075	blank.bmp	right	dot.bmp	trialproc	Block4	24.bmp	neutral	hap7.bmp	happy	congruent
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	150										2	1	20	p	1250	cry-neutral				1	p	-999999	3	569863	p	432	570295	blank.bmp	right	dot.bmp	trialproc	Block4	cry1.bmp	cry	10.bmp	neutral	incongruent
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	151										15	1	21	q	200	hap-neutral				1	q	-999999	17	572017	q	646	572663	dot.bmp	left	blank.bmp	trialproc	Block4	hap4.bmp	happy	27.bmp	neutral	congruent
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	152										28	1	22	p	1250	neutral-neutral				1	p	-999999	2	575423	p	606	576029	blank.bmp	right	dot.bmp	trialproc	Block4	24.bmp	neutral	25.bmp	neutral	neutral
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	153										33	1	23	q	200	baby-neutral				1	q	-999999	1	577745	q	775	578520	dot.bmp	left	blank.bmp	trialproc	Block4	neut2.bmp	baby	11.bmp	neutral	congruent
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	154										6	1	24	p	1250	cry-neutral				1	p	-999999	3	581285	p	340	581625	blank.bmp	right	dot.bmp	trialproc	Block4	6.bmp	neutral	cry5.bmp	cry	congruent
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	155										22	1	25	p	1250	neutral-neutral				1	p	-999999	3	584391	p	537	584928	blank.bmp	right	dot.bmp	trialproc	Block4	6.bmp	neutral	7.bmp	neutral	neutral
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	156										12	1	26	p	1250	hap-neutral				1	p	-999999	2	587697	p	370	588067	blank.bmp	right	dot.bmp	trialproc	Block4	hap1.bmp	happy	30.bmp	neutral	incongruent
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	157										40	1	27	p	1250	baby-neutral				1	p	-999999	3	590837	p	602	591439	blank.bmp	right	dot.bmp	trialproc	Block4	12.bmp	neutral	neut9.bmp	baby	congruent
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	158										13	1	28	q	200	hap-neutral				1	q	-999999	1	593158	q	570	593728	dot.bmp	left	blank.bmp	trialproc	Block4	hap2.bmp	happy	29.bmp	neutral	congruent
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	159										19	1	29	q	200	hap-neutral				1	q	-999999	1	595446	q	693	596139	dot.bmp	left	blank.bmp	trialproc	Block4	23.bmp	neutral	hap8.bmp	happy	incongruent
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	160										38	1	30	p	1250	baby-neutral				1	p	-999999	2	598902	p	469	599371	blank.bmp	right	dot.bmp	trialproc	Block4	14.bmp	neutral	neut7.bmp	baby	congruent
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	161										36	1	31	p	1250	baby-neutral				1	p	-999999	3	602159	p	554	602713	blank.bmp	right	dot.bmp	trialproc	Block4	16.bmp	neutral	neut5.bmp	baby	congruent
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	162										7	1	32	q	200	cry-neutral				1	q	-999999	1	604430	q	578	605008	dot.bmp	left	blank.bmp	trialproc	Block4	5.bmp	neutral	cry6.bmp	cry	incongruent
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	163										8	1	33	p	1250	cry-neutral				1	p	-999999	2	607769	p	514	608283	blank.bmp	right	dot.bmp	trialproc	Block4	4.bmp	neutral	cry7.bmp	cry	congruent
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	164										23	1	34	q	200	neutral-neutral				1	q	-999999	17	610007	q	560	610567	dot.bmp	left	blank.bmp	trialproc	Block4	9.bmp	neutral	10.bmp	neutral	neutral
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	165										20	1	35	p	1250	hap-neutral				1	p	-999999	2	613330	p	646	613976	blank.bmp	right	dot.bmp	trialproc	Block4	22.bmp	neutral	hap9.bmp	happy	congruent
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	166										10	1	36	p	1250	cry-neutral				1	p	-999999	2	616753	p	633	617386	blank.bmp	right	dot.bmp	trialproc	Block4	2.bmp	neutral	cry9.bmp	cry	congruent
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	167										11	1	37	q	200	hap-neutral				1	q	-999999	17	619108	q	486	619594	dot.bmp	left	blank.bmp	trialproc	Block4	hap10.bmp	happy	31.bmp	neutral	congruent
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	168										37	1	38	q	200	baby-neutral				1	q	-999999	17	621329	q	504	621833	dot.bmp	left	blank.bmp	trialproc	Block4	15.bmp	neutral	neut6.bmp	baby	incongruent
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	169										21	1	39	q	200	neutral-neutral				1	q	-999999	1	623567	q	446	624013	dot.bmp	left	blank.bmp	trialproc	Block4	3.bmp	neutral	4.bmp	neutral	neutral
DotProbeRelationship	9103	1	59.884	1	360260018	03-03-2013	16:17:15	170										31	1	40	q	200	baby-neutral				1	q	-999999	1	625738	q	491	626229	dot.bmp	left	blank.bmp	trialproc	Block4	neut10.bmp	baby	20.bmp	neutral	congruent
